product_id,product_name,price,og_price,product_link,img_url
E461333-000,L.A. Eats UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E461333-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/461333/item/ingoods_00_461333.jpg
E460290-000,Spy X Family UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E460290-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/460290/item/goods_08_460290.jpg
E459570-000,Pokemon UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459570-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459570/item/ingoods_00_459570.jpg
E459551-000,My Hero Academia UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459551-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459551/item/ingoods_00_459551.jpg
E459359-000,Ukiyoe Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459359-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459359/item/goods_69_459359.jpg
E459350-000,Bleach Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459350-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459350/item/goods_11_459350.jpg
E459346-000,Bleach Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459346-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459346/item/goods_00_459346.jpg
E459340-000,L.A. Eats UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459340-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459340/item/ingoods_00_459340.jpg
E459315-000,Andy Warhol Ut Archive UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459315-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459315/item/ingoods_09_459315.jpg
E459312-000,Andy Warhol Ut Archive UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459312-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459312/item/ingoods_00_459312.jpg
E459299-000,L.A. Eats UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459299-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459299/item/ingoods_64_459299.jpg
E459283-000,Spy X Family UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459283-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459283/item/goods_30_459283.jpg
E459216-000,The Mario Movie UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459216-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459216/item/ingoods_10_459216.jpg
E459214-000,The Mario Movie UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459214-000,https://image.uniqlo.com/UQ/ST3/in/imagesgoods/459214/item/ingoods_00_459214.jpg
E459209-000,One Piece Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459209-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459209/item/goods_00_459209.jpg
E459206-000,One Piece Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459206-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459206/item/goods_00_459206.jpg
E459203-000,Naruto Ut Archive UT (Short Sleeve Graphic T-Shirt),990.0,1490.0,https://www.uniqlo.com/in/en/products/E459203-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459203/item/goods_69_459203.jpg
E459202-000,Hypebeast UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459202-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459202/item/goods_09_459202.jpg
E459201-000,Hypebeast UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459201-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459201/item/goods_00_459201.jpg
E459200-000,Hypebeast UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E459200-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/459200/item/goods_00_459200.jpg
E458754-000,Retro Peanuts UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E458754-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458754/item/goods_23_458754.jpg
E458751-000,Retro Peanuts UT (Short Sleeve Graphic T-Shirt),790.0,1490.0,https://www.uniqlo.com/in/en/products/E458751-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458751/item/goods_43_458751.jpg
E458750-000,Shin Kamen Rider UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E458750-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458750/item/goods_00_458750.jpg
E458730-000,MoMA's Video Game UT (Short Sleeve Graphic T-Shirt),590.0,1490.0,https://www.uniqlo.com/in/en/products/E458730-000,https://image.uniqlo.com/UQ/ST3/AsianCommon/imagesgoods/458730/item/goods_00_458730.jpg
